Sample_ID,Moisture (%),Time (day),Temperature (°C),pH,Risk_Level,Rule_Source,Data_Type
P0845,32.0,14,27.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0846,32.5,14,27.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0847,32.5,14,27.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0848,34.0,14,27.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0849,25.5,14,27.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0850,29.5,14,27.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0851,30.5,14,27.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0852,32.0,14,27.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0853,33.5,14,27.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0854,34.0,14,27.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0855,34.5,14,27.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0856,25.5,14,28.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0857,26.0,14,28.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0858,26.0,14,28.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0859,26.0,14,28.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0860,26.5,14,28.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0861,27.5,14,28.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0862,27.5,14,28.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0863,28.0,14,28.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0864,30.0,14,28.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0865,30.5,14,28.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0866,31.5,14,28.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0867,34.5,14,28.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0868,25.5,14,28.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0869,26.0,14,28.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0870,27.0,14,28.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0871,29.5,14,28.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0872,30.5,14,28.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0873,31.0,14,28.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0874,31.0,14,28.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0875,31.5,14,28.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0876,31.5,14,28.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0877,34.0,14,28.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0878,34.5,14,28.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0879,35.0,14,28.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0880,26.0,14,29.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0881,26.0,14,29.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0882,26.5,14,29.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0883,30.0,14,29.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0884,30.0,14,29.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0885,33.5,14,29.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0886,34.0,14,29.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0887,34.5,14,29.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0888,34.5,14,29.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0889,26.0,14,29.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0890,26.5,14,29.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0891,29.5,14,29.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0892,32.5,14,29.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0893,34.0,14,29.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0894,34.5,14,29.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0895,26.0,14,30.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0896,26.5,14,30.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0897,28.0,14,30.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0898,28.5,14,30.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0899,30.5,14,30.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0900,31.5,14,30.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0901,35.0,14,30.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0902,28.0,15,25.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0903,30.5,15,25.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0904,32.5,15,25.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0905,32.5,15,25.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0906,34.0,15,25.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0907,34.5,15,25.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0908,35.0,15,25.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0909,29.0,15,25.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0910,31.0,15,25.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0911,31.5,15,25.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0912,31.5,15,25.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0913,34.0,15,25.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0914,26.0,15,26.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0915,26.0,15,26.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0916,27.5,15,26.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0917,27.5,15,26.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0918,28.0,15,26.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0919,28.0,15,26.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0920,32.0,15,26.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0921,34.0,15,26.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0922,35.0,15,26.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0923,26.0,15,26.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0924,26.5,15,26.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0925,26.5,15,26.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0926,30.5,15,26.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0927,31.0,15,26.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0928,33.0,15,26.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0929,33.0,15,26.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0930,33.5,15,26.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0931,35.0,15,26.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0932,28.0,15,27.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0933,28.0,15,27.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0934,28.5,15,27.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0935,29.0,15,27.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0936,29.5,15,27.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0937,31.5,15,27.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0938,32.5,15,27.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0939,33.0,15,27.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0940,33.5,15,27.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0941,34.5,15,27.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0942,35.0,15,27.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0943,28.0,15,27.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0944,29.0,15,27.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0945,29.5,15,27.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0946,30.5,15,27.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0947,30.5,15,27.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0948,32.5,15,27.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0949,32.5,15,27.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0950,35.0,15,27.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0951,26.5,15,28.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0952,29.5,15,28.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0953,29.5,15,28.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0954,32.0,15,28.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0955,32.5,15,28.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0956,33.0,15,28.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0957,34.0,15,28.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0958,35.0,15,28.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0959,26.0,15,28.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0960,26.0,15,28.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0961,26.5,15,28.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0962,27.5,15,28.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0963,28.0,15,28.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0964,28.0,15,28.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0965,28.0,15,28.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0966,29.0,15,28.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0967,29.5,15,28.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0968,31.0,15,28.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0969,31.0,15,28.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0970,31.5,15,28.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0971,33.0,15,28.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0972,34.0,15,28.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0973,25.5,15,29.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0974,31.0,15,29.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0975,33.5,15,29.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0976,34.0,15,29.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0977,34.0,15,29.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0978,26.0,15,29.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0979,27.0,15,29.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0980,30.0,15,29.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0981,31.0,15,29.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0982,31.0,15,29.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0983,32.0,15,29.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0984,32.5,15,29.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0985,32.5,15,29.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0986,32.5,15,29.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0987,33.5,15,29.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0988,34.0,15,29.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0989,34.5,15,29.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0990,27.0,15,30.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0991,27.5,15,30.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0992,28.5,15,30.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0993,29.5,15,30.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0994,30.0,15,30.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0995,30.0,15,30.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0996,30.5,15,30.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0997,33.0,15,30.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0998,33.5,15,30.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0999,34.5,15,30.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P1000,34.5,15,30.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P1001,21.5,7,25.0,6.2,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1002,22.0,7,25.0,6.1,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1003,23.0,7,25.0,6.1,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1004,20.5,7,25.5,5.2,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1005,22.0,7,25.5,5.1,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1006,22.0,7,25.5,6.5,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1007,20.5,7,26.0,5.8,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1008,21.0,7,26.0,6.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1009,23.0,7,26.0,5.2,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1010,24.0,7,26.0,6.3,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1011,20.0,7,26.5,6.2,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1012,21.5,7,26.5,5.9,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1013,22.0,7,26.5,6.1,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1014,22.5,7,26.5,5.5,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1015,23.5,7,26.5,5.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1016,24.0,7,26.5,5.2,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1017,24.5,7,26.5,5.6,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1018,24.5,7,26.5,6.9,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1019,21.5,7,27.0,6.7,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1020,22.0,7,27.0,6.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1021,22.0,7,27.0,6.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1022,22.5,7,27.0,5.3,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1023,23.0,7,27.0,5.1,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1024,23.5,7,27.0,6.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1025,24.0,7,27.0,6.1,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
